genre;songno;tags
"hiphop"; 1402; "hiphop, rap, rock, "
"hiphop"; 1417; "rnb, pop, hiphop, "
"hiphop"; 1490; "hiphop, rap, world, jazz, "
"hiphop"; 1505; "reggae, hiphop, "
"hiphop"; 1534; "pop, rap, hiphop, "
"hiphop"; 1561; "hiphop, rap, jazz, world, "
"hiphop"; 1577; "hiphop, pop, "
"hiphop"; 1584; "pop, rnb, hiphop, world, "
"hiphop"; 1598; "rap, hiphop, pop, "
"hiphop"; 1600; "hiphop, rap, pop, triphop, "
"hiphop"; 1621; "hiphop, rap, classical, "
"hiphop"; 1636; "hiphop, rap, reggae, "
"hiphop"; 1670; "hiphop, rap, pop, "
"hiphop"; 1746; "rock, hiphop, trip, "
"hiphop"; 1779; "hiphop, rap, pop, alternative, "
"hiphop"; 1789; "hiphop, rap, blues, "
"hiphop"; 1798; "rock, hiphop, "
"hiphop"; 1831; "hiphop, world, pop, indie, "
"hiphop"; 1835; "rock, hiphop, alternative, "
"hiphop"; 1847; "rock, hiphop, "
"hiphop"; 1859; "reggae, rap, hiphop, "
"jazz"; 1; "jazz, rock, "
"jazz"; 11; "jazz, jazzfusion, blues, "
"jazz"; 12; "jazz, classical, "
"jazz"; 15; "jazz, classical, pop, chillout, "
"jazz"; 25; "jazz, funk, improvisation, blues, "
"jazz"; 26; "jazz, rock, experimental, "
"jazz"; 33; "jazz, rock, "
"jazz"; 39; "jazz, funk, soul, disco, "
"jazz"; 42; "jazz, pop, soul, funk, "
"jazz"; 51; "jazz, jazzfusion, progressive, rock, "
"jazz"; 63; "pop, funk, jazz, chanson, "
"jazz"; 71; "jazz, hiphop, "
"jazz"; 79; "jazz, reggae, rock, electronic, "
"jazz"; 84; "psychedelic, jazz, rock, indie, "
"jazz"; 88; "pop, jazz, rock, "
"jazz"; 91; "jazz, funk, soul, disco, "
"jazz"; 92; "jazz, rock, fusion, "
"jazz"; 99; "blues, jazz, "
"jazz"; 106; "jazz, easylistening, classical, "
"jazz"; 110; "jazz, rock, blues, "
"jazz"; 117; "jazz, minimal, classical, "
"jazz"; 119; "rap, jazz, hiphop, "
"jazz"; 125; "jazz, pop, "
"jazz"; 128; "jazz, pop, easylistening, "
"jazz"; 132; "jazz, funk, soul, disco, "
"jazz"; 145; "jazz, funk, soul, disco, "
"jazz"; 148; "jazz, hiphop, easylistening, "
"jazz"; 153; "funk, jazz, soul, disco, "
"jazz"; 154; "jazz, pop, "
"jazz"; 165; "jazz, rock, "
"jazz"; 184; "jazz, blues, electronic, downtempo, "
"jazz"; 187; "rock, jazz, metal, progressiverock, "
"jazz"; 199; "jazz, lounge, classical, electronic, "
"jazz"; 201; "rock, jazz, techno, blues, "
"jazz"; 205; "jazz, funk, soul, disco, "
"jazz"; 211; "jazz, blues, "
"jazz"; 213; "jazz, improvisation, classical, "
"jazz"; 221; "jazz, rock, experimental, psychedelic, "
"jazz"; 222; "rock, blues, jazz, "
"jazz"; 240; "jazz, funk, soul, disco, "
"jazz"; 243; "jazz, classical, world, easylistening, "
"jazz"; 244; "jazz, pop, lounge, "
"jazz"; 246; "rock, jazz, metal, funk, "
"jazz"; 253; "jazz, blues, "
"jazz"; 255; "jazz, pop, "
"jazz"; 263; "funk, jazz, soul, disco, "
"jazz"; 283; "jazz, funk, soul, rock, "
"jazz"; 293; "jazz, pop, "
"jazz"; 302; "easylistening, pop, jazz, "
"jazz"; 311; "jazz, poprock, jazzfunk, soundtrack, "
"jazz"; 313; "jazz, blues, "
"jazz"; 314; "pop, jazz, electronic, easylistening, "
"jazz"; 329; "jazz, blues, singersongwriter, "
"jazz"; 343; "jazz, jazzfusion, progressive, rock, "
"jazz"; 345; "jazz, funk, soul, disco, "
"jazz"; 346; "pop, jazz, blues, indie, "
"jazz"; 351; "pop, jazz, funk, blues, "
"jazz"; 352; "jazz, funk, soul, disco, "
"jazz"; 357; "pop, jazz, electronic, "
"jazz"; 358; "pop, jazz, "
"jazz"; 365; "jazz, blues, "
"jazz"; 366; "jazz, blues, jazzfunk, "
"jazz"; 367; "hardrock, jazz, classicrock, metal, "
"jazz"; 371; "jazz, rock, "
"jazz"; 389; "jazz, blues, "
"jazz"; 395; "funk, jazz, soul, disco, "
"jazz"; 416; "classical, jazz, "
"jazz"; 418; "funk, jazz, soul, disco, "
"jazz"; 419; "jazz, funk, country, blues, "
"jazz"; 427; "jazz, rock, "
"jazz"; 430; "hiphop, experimental, jazz, chillout, "
"jazz"; 431; "jazz, pop, rock, fusion, "
"jazz"; 434; "jazz, blues, souljazz, "
"jazz"; 437; "progressive, jazz, rock, jazzfusion, "
"jazz"; 440; "jazz, folk, blues, "
"jazz"; 450; "jazz, hiphop, experimental, "
"jazz"; 451; "pop, jazz, "
"jazz"; 456; "jazz, reggae, funk, "
"jazz"; 461; "jazz, pop, "
"jazz"; 462; "jazz, rock, hiphop, electronic, "
"jazz"; 463; "jazz, rock, fusion, "
"jazz"; 464; "rock, jazz, triphop, poprock, "
"jazz"; 468; "jazz, rock, jazzfusion, "
"jazz"; 473; "pop, jazz, soundtrack, "
"jazz"; 493; "jazz, latin, world, pop, "
"jazz"; 494; "jazz, easylistening, rock, fusion, "
"jazz"; 497; "jazz, rock, folk, pop, "
"jazz"; 500; "jazz, rock, "
"jazz"; 505; "jazz, pop, rnb, soul, "
"jazz"; 507; "jazz, funk, soul, hiphop, "
"jazz"; 520; "classical, jazz, "
"jazz"; 521; "experimental, jazz, improvisation, blues, "
"jazz"; 523; "jazz, improvisation, blues, ambient, "
"jazz"; 524; "jazz, lounge, jazzfusion, blues, "
"jazz"; 525; "jazz, rock, "
"jazz"; 528; "jazz, rock, "
"jazz"; 533; "pop, jazz, lounge, easylistening, "
"jazz"; 535; "jazz, funk, soul, rock, "
"jazz"; 541; "pop, jazz, "
"jazz"; 571; "jazz, electronic, hiphop, triphop, "
"jazz"; 579; "jazz, jazzfusion, progressive, rock, "
"jazz"; 589; "classical, jazz, medieval, "
"jazz"; 593; "jazz, rock, fusion, "
"jazz"; 599; "classical, jazz, "
"jazz"; 600; "jazz, rock, psychedelic, "
"jazz"; 606; "pop, jazz, march, "
"jazz"; 613; "funk, jazz, soul, disco, "
"jazz"; 619; "jazz, classical, "
"jazz"; 644; "jazz, pop, rock, funk, "
"jazz"; 649; "jazz, pop, freejazz, "
"jazz"; 658; "pop, jazz, ambient, "
"jazz"; 665; "jazz, improvisation, blues, jazzfusion, "
"jazz"; 667; "jazz, rock, progressive, "
"jazz"; 669; "jazz, hiphop, jungle, "
"jazz"; 670; "jazz, rock, latin, "
"jazz"; 671; "reggae, dub, jazz, chillout, "
"jazz"; 678; "jazz, rock, grunge, funk, "
"jazz"; 680; "jazz, hiphop, "
"jazz"; 691; "pop, jazz, easylistening, "
"jazz"; 707; "jazz, pop, "
"jazz"; 708; "jazz, reggae, "
"jazz"; 709; "funk, soul, jazz, blues, "
"jazz"; 711; "jazz, funk, soul, disco, "
"jazz"; 712; "jazz, hiphop, ambient, "
"jazz"; 715; "jazz, pop, jazzfunk, "
"jazz"; 723; "jazz, electronic, rock, "
"jazz"; 726; "jazz, soul, pop, blues, "
"jazz"; 733; "jazz, blues, chansonfrancaise, pop, "
"jazz"; 749; "jazz, rock, "
"jazz"; 757; "jazz, classical, improvisation, "
"jazz"; 760; "jazz, poprock, swing, "
"jazz"; 771; "jazz, funk, soul, disco, "
"jazz"; 778; "jazz, funk, soul, disco, "
"jazz"; 791; "jazz, pop, indie, eurodance, "
"jazz"; 792; "jazz, classical, newage, easylistening, "
"jazz"; 796; "jazz, electronic, rock, ambient, "
"jazz"; 804; "jazz, rock, blues, "
"jazz"; 810; "funk, jazz, blues, soul, "
"jazz"; 813; "hiphop, soul, jazz, funk, "
"jazz"; 814; "jazz, rock, rocknroll, electronic, "
"jazz"; 818; "jazz, pop, easylistening, "
"jazz"; 820; "jazz, funk, soul, disco, "
"jazz"; 823; "jazz, swing, classical, "
"jazz"; 830; "funk, jazz, soul, disco, "
"jazz"; 831; "funk, jazz, soul, disco, "
"jazz"; 847; "jazz, funk, soul, pop, "
"jazz"; 854; "jazz, chillout, lounge, pop, "
"jazz"; 855; "jazz, jazzfusion, progressive, rock, "
"jazz"; 869; "jazz, rock, fusion, electronic, "
"jazz"; 871; "jazz, rock, pop, indie, "
"jazz"; 878; "jazz, classical, "
"jazz"; 900; "jazz, funk, soul, disco, "
"jazz"; 932; "jazz, rock, fusion, "
"jazz"; 939; "jazz, rock, experimental, "
"jazz"; 944; "jazz, blues, classical, "
"jazz"; 949; "jazz, swing, blues, "
"jazz"; 953; "pop, world, jazz, "
"jazz"; 954; "jazz, reggae, freejazz, singersongwriter, "
"jazz"; 968; "pop, lounge, jazz, "
"jazz"; 983; "jazz, electronic, house, pop, "
"jazz"; 992; "jazz, funk, blues, fusion, "
"jazz"; 993; "jazz, downtempo, hiphop, "
"jazz"; 998; "jazz, pop, electronic, "
"jazz"; 1008; "jazz, downtempo, easylistening, pop, "
"jazz"; 1011; "jazz, pop, 70s, "
"jazz"; 1013; "90s, jazz, triphop, hiphop, "
"jazz"; 1016; "jazz, pop, eletronica, downtempo, "
"jazz"; 1019; "jazz, triphop, electronic, hiphop, "
"jazz"; 1022; "jazz, pop, indie, classical, "
"jazz"; 1025; "jazz, electronic, classical, "
"jazz"; 1031; "jazz, blues, experimental, chillout, "
"jazz"; 1041; "pop, jazz, jazzfunk, "
"jazz"; 1058; "pop, jazz, alternative, "
"jazz"; 1062; "rap, jazz, hiphop, "
"jazz"; 1064; "jazz, rock, "
"jazz"; 1072; "jazz, soundtrack, ambient, classical, "
"jazz"; 1076; "jazz, folk, classical, "
"jazz"; 1079; "funk, jazz, soul, disco, "
"jazz"; 1090; "jazz, pop, lounge, "
"jazz"; 1098; "funk, jazz, soul, disco, "
"jazz"; 1104; "jazz, funk, soul, disco, "
"jazz"; 1108; "world, funk, jazz, rock, "
"jazz"; 1113; "classical, jazz, newage, chillout, "
"jazz"; 1127; "world, electronic, hiphop, jazz, "
"jazz"; 1148; "jazz, jazzfusion, progressive, rock, "
"jazz"; 1150; "reggae, jazz, ambient, dub, "
"jazz"; 1153; "jazz, swing, hiphop, electronic, "
"jazz"; 1155; "jazz, improvisation, classical, "
"jazz"; 1174; "pop, jazz, blues, swing, "
"jazz"; 1179; "jazz, pop, soul, "
"jazz"; 1182; "jazz, pop, easylistening, "
"jazz"; 1186; "jazz, rock, poprock, "
"jazz"; 1195; "jazz, classical, "
"jazz"; 1202; "jazz, funk, soul, disco, "
"jazz"; 1211; "jazz, rock, "
"jazz"; 1212; "jazz, funk, fusion, classical, "
"jazz"; 1216; "jazz, classical, march, "
"jazz"; 1218; "rap, jazz, hiphop, "
"jazz"; 1228; "jazz, hiphop, acidjazz, african, "
"jazz"; 1232; "jazz, funk, soul, disco, "
"jazz"; 1252; "jazz, rock, pop, "
"jazz"; 1256; "jazz, pop, ambient, "
"jazz"; 1257; "jazz, funk, soul, country, "
"jazz"; 1271; "jazz, blues, acidjazz, "
"metal"; 2; "metal, rock, "
"metal"; 3; "metal, rock, "
"metal"; 4; "rock, metal, "
"metal"; 5; "rock, metal, "
"metal"; 7; "rock, metal, "
"metal"; 8; "metal, rock, hardrock, heavymetal, "
"metal"; 9; "rock, metal, punk, blues, "
"metal"; 10; "metal, rock, deathmetal, death, "
"metal"; 11; "metal, rock, "
"metal"; 13; "hardrock, classicrock, metal, rock, "
"metal"; 14; "rock, funk, metal, alternative, "
"metal"; 15; "metal, rock, hardrock, progressive, "
"metal"; 16; "metal, rock, "
"metal"; 17; "rock, metal, "
"metal"; 18; "downtempo, metal, electronic, rock, "
"metal"; 19; "metal, rock, "
"metal"; 20; "metal, rock, "
"metal"; 24; "rock, metal, "
"metal"; 25; "metal, rock, "
"metal"; 26; "metal, classical, experimental, "
"metal"; 27; "rock, metal, "
"metal"; 29; "rock, indie, gothic, metal, "
"metal"; 31; "metal, rock, hardrock, classicrock, "
"metal"; 32; "metal, rock, "
"metal"; 33; "rock, metal, progressive, "
"metal"; 34; "rock, metal, "
"metal"; 35; "rock, metal, world, progressive, "
"metal"; 36; "rock, metal, hardrock, classicrock, "
"metal"; 38; "hardrock, rock, classicrock, metal, "
"metal"; 40; "metal, rock, hardrock, classicrock, "
"metal"; 41; "metal, hardrock, hard, rock, "
"metal"; 42; "metal, rock, "
"metal"; 43; "metal, rock, alternative, industrial, "
"metal"; 44; "metal, rock, march, "
"metal"; 45; "rock, metal, "
"metal"; 46; "rock, metal, "
"metal"; 47; "metal, world, rock, "
"metal"; 48; "rock, metal, "
"metal"; 49; "metal, rock, "
"metal"; 50; "hardrock, classicrock, rock, metal, "
"metal"; 51; "rock, metal, hardrock, "
"metal"; 53; "rock, metal, "
"metal"; 54; "rock, metal, symphonic, progressiverock, "
"metal"; 55; "rock, metal, hardrock, "
"metal"; 56; "rock, metal, "
"metal"; 57; "hardrock, classicrock, metal, rock, "
"metal"; 58; "rock, metal, hardrock, classicrock, "
"metal"; 59; "metal, rock, "
"metal"; 60; "rock, metal, "
"metal"; 61; "metal, rock, postrock, gothic, "
"metal"; 62; "metal, rock, blues, "
"metal"; 63; "metal, rock, "
"metal"; 64; "rock, metal, hard, hardrock, "
"metal"; 66; "metal, rock, "
"metal"; 67; "rock, metal, punk, punkrock, "
"metal"; 68; "metal, rock, improvisation, noise, "
"metal"; 69; "rock, metal, rap, hiphop, "
"metal"; 70; "rock, metal, thrashmetal, "
"metal"; 71; "rock, metal, "
"metal"; 74; "rock, metal, improvisation, progressiverock, "
"metal"; 75; "metal, rock, soundtrack, "
"metal"; 76; "rock, metal, folk, medieval, "
"metal"; 77; "hardrock, metal, rock, classicrock, "
"metal"; 78; "metal, rock, world, heavymetal, "
"metal"; 79; "metal, rock, "
"metal"; 80; "rock, metal, industrial, "
"metal"; 81; "metal, rock, "
"metal"; 82; "rock, metal, "
"metal"; 83; "metal, rock, electronic, experimental, "
"metal"; 84; "metal, rock, "
"metal"; 85; "rock, metal, hardrock, "
"metal"; 87; "metal, rock, "
"metal"; 89; "rock, pop, metal, poprock, "
"metal"; 90; "rock, hardrock, classicrock, metal, "
"metal"; 91; "rock, metal, "
"metal"; 92; "metal, rock, hardrock, classicrock, "
"metal"; 93; "rock, metal, "
"metal"; 94; "rock, metal, punk, "
"metal"; 95; "metal, rock, death, hardrock, "
"metal"; 96; "rock, hardrock, classicrock, metal, "
"metal"; 97; "metal, rock, "
"metal"; 98; "metal, rock, hardrock, classicrock, "
"metal"; 99; "metal, rock, "
"metal"; 101; "hardrock, metal, classicrock, rock, "
"metal"; 102; "metal, rock, "
"metal"; 103; "rock, metal, "
"metal"; 104; "metal, rock, "
"metal"; 105; "metal, rock, thrashmetal, "
"metal"; 106; "metal, rock, "
"metal"; 107; "metal, rock, death, "
"metal"; 108; "metal, rock, "
"metal"; 109; "metal, rock, "
"metal"; 110; "rock, metal, "
"metal"; 111; "rock, metal, industrial, "
"metal"; 112; "metal, rock, "
"metal"; 113; "rock, metal, hardrock, heavymetal, "
"metal"; 114; "rock, hardrock, classicrock, metal, "
"metal"; 115; "metal, rock, "
"metal"; 116; "rock, metal, "
"metal"; 118; "metal, rock, "
"metal"; 119; "rock, metal, alternative, progressive, "
"metal"; 120; "metal, rock, "
"metal"; 122; "metal, rock, "
"metal"; 123; "rock, metal, "
"metal"; 125; "metal, rock, "
"metal"; 126; "metal, rock, grindcore, deathmetal, "
"metal"; 127; "rock, metal, electronic, hardrock, "
"metal"; 128; "metal, rock, "
"metal"; 130; "metal, rock, "
"metal"; 131; "hardrock, rock, classicrock, metal, "
"metal"; 132; "hardrock, classicrock, metal, rock, "
"metal"; 133; "rock, metal, progressiverock, "
"metal"; 134; "rock, metal, "
"metal"; 135; "rock, metal, "
"metal"; 137; "rock, metal, "
"metal"; 138; "metal, rock, "
"metal"; 139; "metal, rock, "
"metal"; 141; "metal, rock, punk, hardcore, "
"metal"; 143; "rock, metal, soundtrack, alternative, "
"metal"; 144; "rock, metal, "
"metal"; 145; "hardrock, classicrock, metal, rock, "
"metal"; 147; "metal, rock, heavymetal, "
"metal"; 149; "rock, metal, electronic, "
"metal"; 150; "rock, metal, postrock, "
"metal"; 151; "rock, metal, "
"metal"; 152; "rock, metal, "
"metal"; 154; "metal, rock, world, "
"metal"; 155; "metal, rock, "
"metal"; 156; "metal, rock, "
"metal"; 158; "rock, metal, alternative, fusion, "
"metal"; 159; "metal, rock, "
"metal"; 160; "rock, metal, "
"metal"; 161; "rock, hardrock, metal, classicrock, "
"metal"; 162; "metal, rock, "
"metal"; 163; "rock, metal, "
"metal"; 164; "metal, rock, "
"metal"; 166; "rock, metal, "
"metal"; 167; "metal, rock, deathmetal, death, "
"metal"; 168; "metal, rock, "
"metal"; 169; "rock, metal, "
"metal"; 170; "rock, metal, "
"metal"; 171; "rock, metal, "
"metal"; 172; "metal, rock, alternative, industrial, "
"metal"; 173; "rock, metal, "
"metal"; 174; "metal, rock, "
"metal"; 175; "metal, rock, "
"metal"; 178; "metal, rock, "
"metal"; 180; "rock, metal, deathmetal, death, "
"metal"; 181; "rock, metal, "
"metal"; 182; "metal, rock, "
"metal"; 183; "metal, rock, "
"metal"; 184; "hardrock, classicrock, metal, rock, "
"metal"; 185; "rock, metal, "
"metal"; 187; "rock, metal, hiphop, triphop, "
"metal"; 189; "metal, rock, heavymetal, thrashmetal, "
"metal"; 190; "soundtrack, metal, rock, "
"metal"; 191; "metal, rock, "
"metal"; 192; "rock, metal, "
"metal"; 193; "metal, rock, "
"metal"; 194; "metal, rock, "
"metal"; 195; "rock, hardrock, classicrock, metal, "
"metal"; 196; "metal, rock, "
"metal"; 197; "rock, metal, "
"metal"; 198; "metal, rock, "
"metal"; 199; "metal, rock, "
"metal"; 201; "metal, rock, "
"metal"; 202; "metal, rock, "
"metal"; 204; "rock, metal, electronic, industrial, "
"metal"; 206; "metal, rock, "
"metal"; 208; "rock, metal, "
"metal"; 209; "metal, rock, "
"metal"; 210; "metal, rock, "
"metal"; 211; "rock, metal, "
"metal"; 212; "rock, metal, progressive, hardrock, "
"metal"; 213; "metal, rock, deathmetal, thrashmetal, "
"metal"; 214; "metal, death, rock, hard, "
"metal"; 215; "metal, rock, "
"metal"; 216; "rock, metal, "
"metal"; 217; "rock, metal, "
"metal"; 218; "rock, metal, "
"metal"; 219; "rock, symphonic, metal, "
"metal"; 220; "metal, rock, hardrock, "
"metal"; 221; "rock, metal, alternative, "
"metal"; 222; "metal, rock, punk, death, "
"metal"; 223; "rock, metal, "
"metal"; 224; "metal, rock, "
"metal"; 226; "rock, metal, "
"metal"; 227; "rock, hardrock, metal, classicrock, "
"metal"; 228; "metal, rock, "
"metal"; 229; "rock, metal, "
"metal"; 230; "metal, rock, "
"metal"; 231; "celtic, metal, rock, world, "
"metal"; 232; "rock, metal, "
"metal"; 233; "metal, rock, hardrock, "
"metal"; 234; "rock, metal, "
"metal"; 235; "metal, rock, industrial, metalcore, "
"metal"; 236; "metal, rock, "
"metal"; 237; "metal, rock, "
"metal"; 238; "rock, metal, "
"metal"; 240; "metal, rock, "
"metal"; 242; "rock, metal, punk, hard, "
"metal"; 243; "rock, metal, "
"metal"; 244; "metal, rock, "
"metal"; 245; "metal, rock, hardrock, classicrock, "
"metal"; 246; "hardrock, classicrock, metal, rock, "
"metal"; 247; "rock, metal, heavymetal, "
"metal"; 248; "rock, metal, "
"metal"; 249; "metal, rock, metalcore, "
"metal"; 251; "rock, metal, darkambient, noise, "
"metal"; 252; "metal, rock, "
"metal"; 253; "hardrock, rock, classicrock, metal, "
"metal"; 254; "rock, metal, death, alternative, "
"metal"; 255; "metal, soundtrack, industrial, rock, "
"metal"; 256; "rock, metal, "
"metal"; 257; "metal, rock, "
"metal"; 258; "metal, rock, hardrock, classicrock, "
"metal"; 259; "metal, rock, "
"metal"; 260; "rock, metal, "
"metal"; 261; "hardrock, classicrock, metal, rock, "
"metal"; 262; "rap, hardcore, metal, hiphop, "
"metal"; 263; "metal, rock, "
"metal"; 264; "rock, punk, emo, metal, "
"metal"; 265; "metal, rock, "
"metal"; 266; "metal, rock, electronic, "
"metal"; 267; "rock, metal, "
"metal"; 268; "rock, metal, "
"metal"; 269; "metal, rock, "
"metal"; 270; "metal, rock, hardcore, deathmetal, "
"metal"; 271; "metal, rock, heavymetal, deathmetal, "
"metal"; 273; "rock, metal, indie, "
"metal"; 275; "metal, rock, "
"metal"; 277; "metal, rock, heavymetal, "
"metal"; 278; "metal, rock, "
"metal"; 279; "metal, rock, "
"metal"; 281; "rock, metal, "
"metal"; 282; "hardrock, classicrock, metal, rock, "
"metal"; 284; "metal, rock, "
"metal"; 285; "metal, rock, "
"metal"; 287; "hardrock, rock, classicrock, metal, "
"metal"; 289; "rock, metal, "
"metal"; 290; "metal, rock, death, deathmetal, "
"metal"; 291; "metal, rock, "
"metal"; 292; "rock, metal, hardrock, classicrock, "
"metal"; 293; "rock, metal, soundtrack, "
"metal"; 294; "metal, rock, "
"metal"; 295; "rock, metal, "
"metal"; 296; "metal, rock, "
"metal"; 297; "metal, rock, "
"metal"; 298; "metal, rock, "
"metal"; 299; "hardrock, classicrock, metal, rock, "
"metal"; 300; "metal, rock, hardrock, symphonic, "
"metal"; 301; "metal, rock, "
"metal"; 302; "metal, hardrock, classicrock, rock, "
"metal"; 303; "rock, metal, "
"metal"; 304; "rock, metal, punk, hardcore, "
"metal"; 305; "metal, rock, hardrock, "
"metal"; 306; "rock, punk, metal, world, "
"metal"; 307; "rock, hardrock, classicrock, metal, "
"metal"; 309; "rock, metal, powermetal, hardrock, "
"metal"; 310; "metal, rock, "
"metal"; 311; "metal, rock, hardrock, "
"metal"; 312; "hardrock, classicrock, rock, metal, "
"metal"; 313; "metal, rock, "
"metal"; 314; "rock, metal, "
"metal"; 315; "metal, rock, "
"metal"; 317; "hardrock, classicrock, metal, rock, "
"metal"; 318; "metal, rock, death, thrashmetal, "
"metal"; 319; "rock, metal, progressiverock, "
"metal"; 320; "metal, rock, "
"metal"; 321; "metal, rock, hardrock, classicrock, "
"metal"; 322; "rock, metal, alternative, progressive, "
"metal"; 323; "metal, rock, "
"metal"; 324; "metal, rock, "
"metal"; 325; "metal, rock, "
"metal"; 326; "rock, world, metal, "
"metal"; 329; "metal, rock, "
"metal"; 330; "rock, metal, "
"metal"; 331; "rock, metal, "
"metal"; 332; "rock, alternative, experimental, metal, "
"metal"; 334; "rock, hardrock, classicrock, metal, "
"metal"; 335; "hardrock, classicrock, rock, metal, "
"metal"; 337; "metal, rock, "
"metal"; 338; "metal, rock, hardrock, heavymetal, "
"metal"; 339; "metal, rock, fusion, "
"metal"; 340; "rock, metal, "
"metal"; 341; "hardrock, rock, classicrock, metal, "
"metal"; 342; "metal, rock, "
"metal"; 343; "metal, rock, "
"metal"; 344; "metal, rock, "
"metal"; 345; "rock, metal, "
"metal"; 346; "rock, metal, "
"metal"; 347; "metal, rock, "
"metal"; 350; "rock, metal, hardrock, classicrock, "
"metal"; 352; "metal, rock, "
"metal"; 353; "rock, metal, "
"metal"; 354; "rock, metal, "
"metal"; 355; "metal, rock, "
"metal"; 356; "hardrock, classicrock, rock, metal, "
"metal"; 357; "rock, metal, "
"metal"; 359; "rock, metal, progressive, "
"metal"; 360; "rock, metal, "
"metal"; 361; "metal, rock, "
"metal"; 362; "rock, metal, "
"metal"; 363; "hardrock, classicrock, metal, rock, "
"metal"; 365; "metal, rock, "
"metal"; 366; "rock, punk, metal, hardcore, "
"metal"; 367; "metal, rock, heavymetal, metalcore, "
"metal"; 368; "metal, rock, "
"metal"; 369; "rock, metal, "
"metal"; 370; "metal, rock, "
"metal"; 371; "metal, electronic, rock, deathmetal, "
"metal"; 372; "metal, rock, "
"metal"; 373; "metal, rock, lofi, "
"metal"; 374; "rock, metal, world, "
"metal"; 375; "metal, rock, "
"metal"; 377; "rock, metal, progressive, classical, "
"metal"; 378; "metal, rock, "
"metal"; 379; "metal, rock, "
"metal"; 380; "rock, metal, "
"metal"; 382; "metal, rock, downtempo, newwave, "
"metal"; 383; "metal, rock, heavymetal, thrashmetal, "
"metal"; 384; "metal, rock, heavymetal, powermetal, "
"metal"; 385; "rock, metal, "
"metal"; 386; "metal, rock, "
"metal"; 387; "metal, rock, experimental, hardrock, "
"metal"; 388; "metal, rock, "
"metal"; 389; "hardrock, classicrock, metal, rock, "
"metal"; 390; "metal, rock, "
"metal"; 391; "metal, rock, "
"metal"; 392; "rock, metal, industrial, electronic, "
"metal"; 393; "rock, metal, progressiverock, "
"metal"; 394; "metal, rock, "
"metal"; 395; "metal, rock, hardrock, classicrock, "
"metal"; 396; "metal, rock, deathmetal, "
"metal"; 397; "metal, rock, hardrock, progressive, "
"metal"; 398; "rock, metal, "
"metal"; 399; "metal, rock, "
"metal"; 400; "rock, metal, folk, "
"metal"; 401; "rock, metal, "
"metal"; 402; "metal, rock, "
"metal"; 403; "metal, rock, "
"metal"; 404; "metal, rock, "
"metal"; 405; "metal, rock, punk, "
"metal"; 407; "rock, metal, alternative, hard, "
"metal"; 408; "hardrock, classicrock, rock, metal, "
"metal"; 409; "metal, rock, "
"metal"; 410; "rock, metal, "
"metal"; 411; "metal, rock, gothic, "
"metal"; 412; "rock, metal, "
"metal"; 413; "hardrock, classicrock, rock, metal, "
"metal"; 414; "metal, rock, "
"metal"; 415; "rock, metal, "
"metal"; 416; "rock, metal, "
"metal"; 417; "rock, metal, "
"metal"; 418; "metal, rock, industrial, "
"metal"; 419; "metal, rock, "
"metal"; 420; "rock, metal, alternativerock, "
"metal"; 421; "rock, metal, "
"metal"; 422; "rock, metal, "
"metal"; 423; "rock, metal, metalcore, electronic, "
"metal"; 424; "metal, rock, "
"metal"; 425; "metal, rock, hardcore, punk, "
"metal"; 426; "metal, rock, alternative, "
"metal"; 427; "metal, rock, "
"metal"; 428; "metal, rock, "
"metal"; 429; "metal, rock, "
"metal"; 431; "hardrock, classicrock, rock, metal, "
"metal"; 432; "rock, metal, hardcore, "
"metal"; 433; "metal, rock, "
"metal"; 434; "metal, rock, "
"metal"; 435; "rock, metal, "
"metal"; 436; "hardrock, metal, rock, classicrock, "
"metal"; 437; "metal, rock, "
"metal"; 438; "metal, rock, death, grindcore, "
"metal"; 440; "metal, rock, "
"metal"; 441; "rock, metal, "
"metal"; 442; "rock, hardrock, classicrock, metal, "
"metal"; 443; "metal, rock, "
"metal"; 446; "rock, metal, heavymetal, "
"metal"; 447; "metal, rock, "
"metal"; 448; "rock, metal, soundtrack, gothic, "
"metal"; 449; "rock, metal, punk, alternative, "
"metal"; 451; "metal, rock, "
"metal"; 452; "metal, rock, death, thrashmetal, "
"metal"; 453; "rock, metal, "
"metal"; 454; "metal, rock, alternative, industrial, "
"metal"; 456; "metal, rock, "
"metal"; 457; "rock, metal, "
"metal"; 458; "metal, rock, "
"metal"; 459; "metal, rock, powermetal, "
"metal"; 460; "metal, rock, "
"metal"; 462; "metal, rock, hardrock, classicrock, "
"metal"; 464; "rock, metal, "
"metal"; 465; "metal, rock, "
"metal"; 466; "metal, rock, "
"metal"; 467; "rock, metal, "
"metal"; 468; "metal, rock, deathmetal, "
"metal"; 469; "metal, rock, "
"metal"; 470; "metal, rock, "
"metal"; 472; "metal, rock, techno, electronic, "
"metal"; 473; "rock, metal, "
"metal"; 474; "metal, rock, "
"metal"; 475; "rock, metal, indie, poprock, "
"metal"; 476; "rock, metal, "
"metal"; 477; "rock, metal, "
"metal"; 478; "metal, rock, "
"metal"; 479; "metal, rock, "
"metal"; 481; "metal, rock, "
"metal"; 482; "rock, metal, "
"metal"; 484; "rock, metal, "
"metal"; 485; "rock, hardrock, classicrock, metal, "
"metal"; 486; "rock, metal, "
"metal"; 487; "metal, rock, "
"metal"; 488; "metal, rock, "
